source,target,tweetid,text,retweets,favourites,includesimage
Brandon Morgan,CNMBrandon,1420315957,I'm at Graduate and Early Career Committee Open Forum: Learning to Teach #AHA2015: http://guidebook.com/guide/27400/event/9868286/™__éÙ,0,0,FALSE
Ethan Kleinberg,ekleinberg,1420315957,"#AHA2015 #s122 Spiegel also questions the category of ""transhistorical trauma"" as employed by LaCapra....looking forward to DL's response.",1,1,FALSE
Gerben Zaagsma,gerbenzaagsma,1420315959,RT @sgahistory: AHA Digital History Resources http://www.historians.org/annual-meeting/resources-and-guides/digital-history-at-the-annual-meeting/resources-for-getting-started-in-digital-history™__éÙ #AHA2015 #digitalprojects #digitalhistory #dhist,1,2,FALSE
Trip Kirkpatrick,triplingual,1420315970,"@jenguiliano What is with OK, there? #s149 #AHA2015",0,1,FALSE
Vanessa Varin,VLVarin,1420315973,Jones- AHA and firestorm don't normally go together #s123 #aha2015,0,1,FALSE
Christy Thornton,llchristyll,1420315974,#AHA2015 MARHO Linda Gordon: anxiety about stances of scholarly societies may be over-estimating our own importance. Struggle is broader.,0,0,TRUE
Miriam Martin,miriamrmartin2,1420315976,@Oboro85 sheraton posted someone to direct us to main entrance. And they put up a Do Not Enter sign. post a counter strike? #AHA2015,0,0,TRUE
Audra J. Wolfe,ColdWarScience,1420315984,"(Last one: not sure it's helpful to tell graduate students they should embargo because dissertations aren't ""good enough."") #AHA2015",0,2,FALSE
Ethan Kleinberg,ekleinberg,1420316005,_é£@Peiresc: #aha2015 #s122 Spiegel believes Derridean thought provoked by this post-Holocaust double bind_éó EK: ??????????,0,0,TRUE
Eileen Clancy,clancynewyork,1420316017,First we see earliest version of Euclid's Elements. In Greek on papyrus. Then translated to Arabic and Latin. #aha2015 #s147,0,0,FALSE
Samuel Moyn,Peiresc,1420316017,#aha2015 #s122 Difficult to grasp DL's view: structural and historical trauma are articulated together-elucidating how one embedded in other,0,0,FALSE
"Vernon Mitchell, Jr.",vcmitchelljr,1420316018,Wish I could tweet all of @PenielJoseph's commentary on this topic. Powerful truth telling occurring. #AHA2015 #publicintellectual,1,4,FALSE
Tres Ojos Curiosos,tresojosmiran,1420316021,"#AHA2015 Is there enough good-vibe #altac #postac tribe/content/hospitality parallel 2 standard snobbery? Truly curious, flirting w #AHA2016",0,0,FALSE
Jason Steinhauer,JasonSteinhauer,1420316035,"Mark Meigs: ""The museum world changes so fast."" 1st time I've heard that. Was not my experience. #AHA2015",0,0,FALSE
Audra J. Wolfe,ColdWarScience,1420316042,"(Sorry, one more: nor are such statements helpful for funding of the humanities. Think about the message being conveyed.) #AHA2015",0,1,FALSE
Samuel Moyn,Peiresc,1420316058,#aha2015 #s122 Vexed question of the role of memory and testimony whereby the historian becomes a secondary witness,0,0,FALSE
Christian James,cscottjames,1420316062,Uh oh. Got a new blog to catch up on: Apparently this is pretty popular: http://rachelhopecleves.com™_ #aha2015,0,1,FALSE
Geneva Smith,GenevaSmith19,1420316078,The passion of @PenielJoseph is incredible. Reminding us that being public intellectuals carries social responsibility #AHA2015,3,4,FALSE
Lori Flores,lori_flori,1420316078,@WestCoastAsh speaking on serendipitous meeting of Chilean singer Victor Jara and folk singer Phil Ochs in Chile. #latinamerica #AHA2015,0,0,FALSE
Steve Anderson,sgahistory,1420316080,1890 census map of the US  - https://www.census.gov/history/www/sights_sounds/photos/1890_photos.php™__éÙ #s149 #AHA2015 pic.twitter.com/Vx4gEPEMUm,0,2,TRUE
Ethan Kleinberg,ekleinberg,1420316080,#AHA2015 #s122 Spiegel questions the role and place of memory in relation to the transfer of past experiences to the presence.,0,0,FALSE
Eileen Clancy,clancynewyork,1420316094,"Then Euclid's Elements centuries later, in Greek with Latin annotated by Galileo. How many degrees of translation? #aha2015 #s147",0,0,FALSE
SHARP at AHA,SHARPatAHA,1420316104,Scholnick: Explaining the genesis of his project and how book history methodology influenced it. #aha2015,0,0,FALSE
Stephanie A Kingsley,KingsleySteph,1420316111,"Did Whitman deploy evolution?_éó Reflecting on parts of Leaves of Grass that may have been influenced by Vestiges. #AHA2015 #bookhistory	1	0	false	",,,
Brandon Morgan,CNMBrandon,1420316118,"Josh Read: AHA Communities for help with teaching statements for job apps, help with syllabi teaching questions,  etc #aha2015",0,0,FALSE
Ethan Kleinberg,ekleinberg,1420316129,#AHA2015 #s122 Spiegel sees DL as privileging memory as testimony over other sources....,0,2,FALSE
Micki Kaufman,MickiKaufman,1420316135,"#s149 #aha2015 @benmschmidt  to write about data visualization, need to think about it as a political/rhetorical form. Always has been.",4,8,FALSE
Deirdre Joyce,defjoy,1420316136,".@benmschmidt : Why revisualize? Data viz not objective.  There is an interpretive, political act going on. #aha2015 #s149",3,3,FALSE
Eileen Clancy,clancynewyork,1420316145,"In 1614 Euclid's Elements in Chinese. All of these are new texts, new sources. The ""real"" original is unknown. #aha2015 #s147",0,0,FALSE
David Kieran,DavidKieran2,1420316153,"Me and my book, at @umasspress booth at #AHA2015 pic.twitter.com/x2AbsruOgK",0,2,TRUE
John Claydon,johnincarrboro,1420316155,#AHA2015 https://aha.confex.com/aha/2015/webprogram/start.html™__éÙ,0,0,FALSE
Samuel Moyn,Peiresc,1420316184,#aha2015 #s122 Not entirely clear how critical distancing is achieved in transferential relationship,0,0,FALSE
Samantha Dorsey,Samantha_Dorsey,1420316221,"I couldn't agree more! @RachelCleves: ""History is a discipline of communication."" #AHA2015 #NHC6",0,3,FALSE
dbcthesis,dbcthesis2002,1420316223,I went to an amazing panel linking slavery studies and digital humanities (shout out to Jessica Marie Johnson who shouted me out)  #AHA2015,1,2,FALSE
Ohio Univ. Press,OhioUnivPress,1420316238,"#Twitterstorians, presto chango! Manuscript is book. Hear how from our director @GillianBercho, now thru 4:30, Sutton South. #AHA2015",0,0,FALSE
Jennifer Schaefer,JenniferLeeSch,1420316242,"@Politicultura Great paper analyzing diplomacy and gender through the pan-american games! Also, delightfully funny.  #AHA2015",2,1,FALSE
Eileen Clancy,clancynewyork,1420316244,Scott Montogomery: There isn't a biography of Euclid; but there is a textography -- the life story of his text. #aha2015 #s147,0,0,FALSE
MJ Rymsza-Pawlowska,malgorzatar,1420316251,"Has anyone coined the phrase ""panel envy"" yet? #AHA2015",0,4,FALSE
Maggie Yancey,maggieyancey,1420316259,"#twitterstorians @ #AHA2015, don't forget to add a . before tweets beginning w/someone's @handle so it will show up as a tweet, not a reply!",7,6,FALSE
dbcthesis,dbcthesis2002,1420316282,"I saw my Ward-Grayzel ""girls"" with their mom Susan, viewed a PROFOUND film, ""Ghosts of Amistad"" produced by Marcus Rediker . . . #AHA2015",0,0,FALSE
Samuel Moyn,Peiresc,1420316283,#aha2015 #s122 Hist theory needs acknowledgm of past in the present generally (Michael Roth) rather than centrality of trauma specificially,0,0,FALSE
Ethan Kleinberg,ekleinberg,1420316285,#AHA2015 #s122 Spiegel is on board with the self-reflective and critical approach to traumatic events... there is a BUT coming!,0,0,FALSE
Trip Kirkpatrick,triplingual,1420316288,"#s149 #AHA2015 Madison Grant, _é£Passing of the Great Race_éó, 1916 using similar arguments to Walker. But Grant no less fantastical.",0,0,FALSE
Samuel Moyn,Peiresc,1420316312,#aha2015 #s122 Purpose of working thru allows the historian to avoid trauma being refigured in sublime or sacred forms,0,1,FALSE
dbcthesis,dbcthesis2002,1420316315,"I drank a Pinot Noir with a grad student who recognized me from the Berks in Toronto, and broke bread with Jeremy Mumford. #AHA2015",0,1,FALSE
Sarah Duggan,ChasingClaudiaK,1420316318,"In competition b/t WWI & WWII historians abt whose topic is more violent, atom bomb gives unfair advantage. #AHA2015 #s125",0,2,FALSE
dbcthesis,dbcthesis2002,1420316335,I'm going to now post up at the bar until the UCLA reception at 6 p.m.  #AHA2015,0,3,FALSE
Samuel Moyn,Peiresc,1420316344,#aha2015 #s122 Dean seems to be allowing Spiegel to go on a rather long time,0,1,FALSE
Deirdre Joyce,defjoy,1420316348,.@benmschmidt : Old arguments presented as data viz exist as unquestioned fact. #aha2015 #s149,1,3,FALSE
Trip Kirkpatrick,triplingual,1420316350,#s149 #AHA2015 Snap of map at @SmithsonianNMAI using some of the same maps.,1,1,FALSE
Lori Flores,lori_flori,1420316365,"Jara's death moved Ochs to organize 1974 concert in NYC called ""A Night With Salvador Allende"" that raised $ for Chilean refugees #AHA2015",1,1,FALSE
Samuel Moyn,Peiresc,1420316366,"#aha2015 #s122 Spiegel skeptical that historical dialogue -- dialogue with the dead -- is possible, and therefore desirable",0,0,FALSE
Brandon Morgan,CNMBrandon,1420316385,"Lauren Braun-strumfels: @ProfessorIsIn is great workshop - style resource for job apps, teaching #aha2015",0,1,FALSE
Ethan Kleinberg,ekleinberg,1420316387,"#AHA2015 #s122  Spiegel: what does it mean to have a dialogic exchange with the past... she reject it because GS ""the past does not speak""",0,1,FALSE
Duke UniversityPress,DUKEpress,1420316420,Leah DeVun at #AHA2015 with the RHR issue - Queering Archives - in which she has an article. At the Duke booth #515 pic.twitter.com/D8GfRBjro1,0,5,TRUE
Ian Hesketh,IanHesketh,1420316425,Spiegel: how can we have a dialogical exchange with the past as LaCapra suggests when the past itself doesn't speak? #AHA2015 #122,0,1,FALSE
Ethan Kleinberg,ekleinberg,1420316433,#AHA2015 #s122 Spiegel is puzzled by DL but above all admires his work and ability to force/cause improvement in historical thought,0,0,FALSE
Vanessa Varin,VLVarin,1420316436,Jones- acquisition editors have told her it (open dissertation) was a consideration #s123 #aha2015,0,0,FALSE
Samuel Moyn,Peiresc,1420316447,"#aha2015 #s122 Puzzlement about aspects of DL's achievements coexists with admiration for it, especially public value of critical history",0,0,FALSE
Trip Kirkpatrick,triplingual,1420316459,#s149 #AHA2015 Strange that @SmithsonianNMAI using map that was used to justify removal of Native Americans from their land.,0,0,FALSE
Kathryn Tomasek,KathrynTomasek,1420316482,".@benmschmidt laments persistence of bad mapping of late 19th c, even at Natl Mus of Am Indian #aha2015 #s149",1,1,FALSE
Samuel Moyn,Peiresc,1420316493,#aha2015 #s122 Now Judith Surkis's turn to speak,0,0,FALSE
Ethan Kleinberg,ekleinberg,1420316497,#AHA2015 #s122  Now Judith Surkis!  Excited for this!,0,0,FALSE
Samuel Moyn,Peiresc,1420316524,#aha2015 #s122 JS wants to talk about theory's actuality - its insistent importance for history today,0,1,FALSE
Samuel Moyn,Peiresc,1420316538,#aha2015 #s122 JS hesitant to concede that theory has had its day or moment,0,1,FALSE
Duke UniversityPress,DUKEpress,1420316556,"James Sanders at #AHA2015 with his new book, Vanguard of the Atlantic World. See it at the Duke booth. pic.twitter.com/pwrIJH0fOQ",0,2,TRUE
Deirdre Joyce,defjoy,1420316567,.@benmschmidt : get out of dataviz complacency: take advantage of tools to create [dynamic?] reinterp of old static forms. #aha2015 #s149,0,0,FALSE
Candida Moss,candidamoss,1420316576,Drinks with the brilliant jennisifire at #aha2015 http://instagram.com/p/xZ7HhcssPC/™_,0,2,FALSE
Samuel Moyn,Peiresc,1420316585,"#aha2015 #s122 DL is the touchstone bc it is not melancholic, grappling with loss -- e.g.., the loss of theory -- to avoid being mired in it",0,0,FALSE
Ethan Kleinberg,ekleinberg,1420316607,#AHA2015 #s122 JS: DL refuses to succumb to melancholy but instead to laud the actuality of theory/philosophy,0,1,FALSE
"Vernon Mitchell, Jr.",vcmitchelljr,1420316609,@PenielJoseph synthesized the motivations/context/importance of historians engaged in helping to shape public discourse & policy. #AHA2015,1,1,FALSE
Christy Thornton,llchristyll,1420316609,"#AHA2015 MARHO Linda Gordon: emphasis on scholarly debate distracts us from the economic issues, particularly US aid $, that are central.",0,0,TRUE
Audra J. Wolfe,ColdWarScience,1420316615,"Again I find this emphasis on dissertations ""not ready for prime time"" disturbing. Why are R1s issuing PhDs if they're so bad? #AHA2015",9,12,FALSE
Bret Belorroti,Mr_Libb,1420316617,There are a ton of historians here also named Robert... #toomanyRoberts #AHA2015,0,2,FALSE
Samuel Moyn,Peiresc,1420316617,"#aha2015 #s122 Adorno on actuality of philosophy: proceeds by creating critical constellations, just what DL has always done",0,0,FALSE
Sarah Zarrow,DeviantReader,1420316627,"Many historians sitting on the floor. Need nap. Possibly pillow, stuffed animal. #AHA2015",0,4,FALSE
J.M. Wasko,jmwasko,1420316630,Appreciate @mkazin citing ego as reason 4 being public intellectual. He needs his work to be read & be part of conversation #AHA2015 #s130,0,1,FALSE
Victor Pickard,VWPickard,1420316635,Based on the twitter stream from #AHA2015 it seems like there's a lot of great discussion about publicly engaged historical research.,0,0,FALSE
Ethan Kleinberg,ekleinberg,1420316637,#AHA2015 #s122  Surkis: DL as the actuality of critical theory!,0,1,FALSE
Steve Anderson,sgahistory,1420316649,"Lies, damn lies, and data visualization - calling for a revisualization of supposedly canonical representations @benmschmidt #s149 #AHA2015",6,9,FALSE
Stephanie A Kingsley,KingsleySteph,1420316651,Robert Chambers went through 11 editions to refine his theory of evolution in Vestiges. #AHA2015 #bookhistory @SHARPorg,0,0,FALSE
Samuel Moyn,Peiresc,1420316659,"#aha2015 #s122 JS: DL's newest book, with chapters on Jonathan Littell and Slavoj Zizek, while also returning to Conrad and Flaubert",0,0,FALSE
Trip Kirkpatrick,triplingual,1420316665,#s149 #AHA2015 Now: Thomas Summerhill Mapping Dissent in the Civil War North: Digital History_éìs Potential +,2,1,FALSE
Trip Kirkpatrick,triplingual,1420316668,#s149 #AHA2015 to Recast Political History https://aha.confex.com/aha/2015/webprogram/Paper17567.html™__éÙ,0,0,FALSE
Audra J. Wolfe,ColdWarScience,1420316671,"Or is all of this an implicit acknowledgement that advisors no longer advise, and that even R1s in it for the $$? #AHA2015",3,7,FALSE
Kathryn Tomasek,KathrynTomasek,1420316672,".@benmschmidt's paper could be called Lying with Data Viz or the old  Liess, Damn Lies, & Stats #AHA2015 #s149 (Is my wry smile evident?)",2,3,FALSE
Sarah Duggan,ChasingClaudiaK,1420316678,"Docents and park rangers sitting alone in historic sites are ""unsung foot soldiers of public history."" #aha2015 #s125",1,0,FALSE
Brandon Morgan,CNMBrandon,1420316680,Kate Marshall: our classes should be flexible enough to meet students where they are and teach skills they need to succeed #aha2015,0,1,FALSE
Ian Hesketh,IanHesketh,1420316681,Judith Surkis challenges the 'classic theory' in the panel's title by foregrounding the 'actuality' of LaCapra's work #s122 #AHA2015,0,0,FALSE
Christian James,cscottjames,1420316685,"Rachel Cloves on audience interaction with blog audience - pushed her to merge research topics, make connections she hadn't pursued #aha2015",0,0,FALSE
Iain Watts,iainwatts,1420316688,Now @benmschmidt - hist. visualization as political and rhetorical; so need to revisit and query classic late 19c visualizations #AHA2015,0,0,FALSE
RandomHouse Academic,RHacademic,1420316692,Proudly representing @ThePrincetonRev. #AHA2015 pic.twitter.com/yzX7LRZOir,0,0,TRUE
Elaine Parsons,ProfEFP,1420316695,"@KidadaEWilliams : There is a history of celebrating black men who use arms in self defense. ""Manly"" men. #AHA2015 #twitterstorians",0,0,FALSE
Vanessa Varin,VLVarin,1420316702,Jones- established historians do not have to deal with embargo question and they owe it to junior scholars to give choice #s123 #aha2015,0,0,FALSE
